Município;Total;UF;Data
LAMBARI;34;MG;16/03/2021
LAMIM;8;MG;16/03/2021
LARANJAL;1;MG;16/03/2021
LASSANCE;8;MG;16/03/2021
LAVRAS;201;MG;16/03/2021
LEANDRO FERREIRA;4;MG;16/03/2021
LEME DO PRADO;6;MG;16/03/2021
LEOPOLDINA;67;MG;16/03/2021
LIBERDADE;4;MG;16/03/2021
LIMA DUARTE;12;MG;16/03/2021
LIMEIRA DO OESTE;15;MG;16/03/2021
LONTRA;5;MG;16/03/2021
LUISBURGO;1;MG;16/03/2021
LUISLANDIA;4;MG;16/03/2021
LUZ;29;MG;16/03/2021
MACHACALIS;6;MG;16/03/2021
MACHADO;55;MG;16/03/2021
MADRE DE DEUS DE MINAS;4;MG;16/03/2021
MALACACHETA;11;MG;16/03/2021
MAMONAS;1;MG;16/03/2021
MANGA;8;MG;16/03/2021
MANHUACU;104;MG;16/03/2021
MANHUMIRIM;12;MG;16/03/2021
MANTENA;18;MG;16/03/2021
MAR DE ESPANHA;8;MG;16/03/2021
MARAVILHAS;7;MG;16/03/2021
MARIA DA FE;11;MG;16/03/2021
MARIANA;179;MG;16/03/2021
MARIO CAMPOS;26;MG;16/03/2021
MARIPA DE MINAS;1;MG;16/03/2021
MARLIERIA;2;MG;16/03/2021
MARMELOPOLIS;2;MG;16/03/2021
MARTINHO CAMPOS;16;MG;16/03/2021
MARTINS SOARES;5;MG;16/03/2021
MATA VERDE;8;MG;16/03/2021
MATEUS LEME;47;MG;16/03/2021
MATHIAS LOBATO;8;MG;16/03/2021
MATIAS BARBOSA;21;MG;16/03/2021
MATIAS CARDOSO;3;MG;16/03/2021
MATIPO;8;MG;16/03/2021
MATO VERDE;6;MG;16/03/2021
MATOZINHOS;85;MG;16/03/2021
MATUTINA;8;MG;16/03/2021
MEDEIROS;2;MG;16/03/2021
MEDINA;12;MG;16/03/2021
MENDES PIMENTEL;7;MG;16/03/2021
MERCES;7;MG;16/03/2021
MESQUITA;8;MG;16/03/2021
MINAS NOVAS;16;MG;16/03/2021
MINDURI;4;MG;16/03/2021
MIRABELA;7;MG;16/03/2021
MIRADOURO;16;MG;16/03/2021
MIRAI;4;MG;16/03/2021
MIRAVANIA;2;MG;16/03/2021
MOEDA;4;MG;16/03/2021
MOEMA;2;MG;16/03/2021
MONJOLOS;1;MG;16/03/2021
MONSENHOR PAULO;8;MG;16/03/2021
MONTALVANIA;2;MG;16/03/2021
MONTE ALEGRE DE MINAS;44;MG;16/03/2021
MONTE AZUL;13;MG;16/03/2021
MONTE BELO;17;MG;16/03/2021
MONTE CARMELO;60;MG;16/03/2021
MONTE FORMOSO;5;MG;16/03/2021
MONTE SANTO DE MINAS;16;MG;16/03/2021
MONTE SIAO;17;MG;16/03/2021
MONTES CLAROS;606;MG;16/03/2021
MORADA NOVA DE MINAS;10;MG;16/03/2021
MORRO DA GARCA;1;MG;16/03/2021
MORRO DO PILAR;1;MG;16/03/2021
MUNHOZ;2;MG;16/03/2021
MURIAE;179;MG;16/03/2021
MUTUM;22;MG;16/03/2021
MUZAMBINHO;28;MG;16/03/2021
NANUQUE;52;MG;16/03/2021
NAQUE;22;MG;16/03/2021
NATALANDIA;5;MG;16/03/2021
NATERCIA;4;MG;16/03/2021
NAZARENO;8;MG;16/03/2021
NEPOMUCENO;18;MG;16/03/2021
NINHEIRA;6;MG;16/03/2021
NOVA BELEM;1;MG;16/03/2021
NOVA ERA;38;MG;16/03/2021
NOVA LIMA;244;MG;16/03/2021
NOVA MODICA;1;MG;16/03/2021
NOVA PONTE;26;MG;16/03/2021
NOVA PORTEIRINHA;3;MG;16/03/2021
NOVA RESENDE;6;MG;16/03/2021
NOVA SERRANA;48;MG;16/03/2021
NOVA UNIAO;1;MG;16/03/2021
NOVO CRUZEIRO;15;MG;16/03/2021
NOVORIZONTE;1;MG;16/03/2021
OLARIA;1;MG;16/03/2021
OLHOS-D'AGUA;3;MG;16/03/2021
OLIMPIO NORONHA;3;MG;16/03/2021
OLIVEIRA;51;MG;16/03/2021
OLIVEIRA FORTES;2;MG;16/03/2021
ONCA DE PITANGUI;3;MG;16/03/2021
ORATORIOS;5;MG;16/03/2021
ORIZANIA;4;MG;16/03/2021
OURO BRANCO;142;MG;16/03/2021
OURO FINO;113;MG;16/03/2021
OURO PRETO;135;MG;16/03/2021
OURO VERDE DE MINAS;6;MG;16/03/2021
PADRE CARVALHO;6;MG;16/03/2021
PADRE PARAISO;14;MG;16/03/2021
PAINEIRAS;7;MG;16/03/2021
PAINS;7;MG;16/03/2021
PAIVA;3;MG;16/03/2021
PALMA;3;MG;16/03/2021
PALMOPOLIS;5;MG;16/03/2021
PAPAGAIOS;9;MG;16/03/2021
PARA DE MINAS;193;MG;16/03/2021
PARACATU;242;MG;16/03/2021
PARAGUACU;27;MG;16/03/2021
PARAISOPOLIS;29;MG;16/03/2021
PARAOPEBA;25;MG;16/03/2021
PASSA QUATRO;35;MG;16/03/2021
PASSA TEMPO;8;MG;16/03/2021
PASSA VINTE;7;MG;16/03/2021
PASSOS;182;MG;16/03/2021
PATIS;1;MG;16/03/2021
PATOS DE MINAS;351;MG;16/03/2021
PATROCINIO;117;MG;16/03/2021
PATROCINIO DO MURIAE;8;MG;16/03/2021
PAULA CANDIDO;7;MG;16/03/2021
PAULISTAS;5;MG;16/03/2021
PAVAO;6;MG;16/03/2021
PECANHA;8;MG;16/03/2021
PEDRA AZUL;28;MG;16/03/2021
PEDRA BONITA;2;MG;16/03/2021
PEDRA DOURADA;1;MG;16/03/2021
PEDRALVA;11;MG;16/03/2021
PEDRAS DE MARIA DA CRUZ;5;MG;16/03/2021
PEDRINOPOLIS;3;MG;16/03/2021
PEDRO LEOPOLDO;103;MG;16/03/2021
PEQUERI;3;MG;16/03/2021
PEQUI;3;MG;16/03/2021
PERDIGAO;8;MG;16/03/2021
PERDIZES;41;MG;16/03/2021
PERDOES;19;MG;16/03/2021
PERIQUITO;6;MG;16/03/2021
PESCADOR;1;MG;16/03/2021
PIEDADE DE CARATINGA;2;MG;16/03/2021
PIEDADE DE PONTE NOVA;4;MG;16/03/2021
PIEDADE DO RIO GRANDE;6;MG;16/03/2021
PIEDADE DOS GERAIS;4;MG;16/03/2021
PIMENTA;7;MG;16/03/2021
PINGO D'AGUA;1;MG;16/03/2021
PINTOPOLIS;1;MG;16/03/2021
PIRACEMA;7;MG;16/03/2021
PIRAJUBA;12;MG;16/03/2021
PIRANGA;8;MG;16/03/2021
PIRANGUCU;8;MG;16/03/2021
PIRANGUINHO;20;MG;16/03/2021
PIRAPETINGA;15;MG;16/03/2021
PIRAPORA;98;MG;16/03/2021
PIRAUBA;13;MG;16/03/2021
PITANGUI;51;MG;16/03/2021
PIUMHI;36;MG;16/03/2021
PLANURA;25;MG;16/03/2021
POCO FUNDO;16;MG;16/03/2021
POCOS DE CALDAS;347;MG;16/03/2021
POCRANE;10;MG;16/03/2021
POMPEU;34;MG;16/03/2021
PONTE NOVA;85;MG;16/03/2021
PONTO CHIQUE;1;MG;16/03/2021
PONTO DOS VOLANTES;1;MG;16/03/2021
PORTEIRINHA;12;MG;16/03/2021
PORTO FIRME;7;MG;16/03/2021
POTE;17;MG;16/03/2021
POUSO ALEGRE;311;MG;16/03/2021
POUSO ALTO;6;MG;16/03/2021
PRADOS;12;MG;16/03/2021
PRATA;31;MG;16/03/2021
PRATAPOLIS;15;MG;16/03/2021
PRATINHA;3;MG;16/03/2021
PRESIDENTE BERNARDES;8;MG;16/03/2021
PRESIDENTE JUSCELINO;2;MG;16/03/2021
PRESIDENTE KUBITSCHEK;3;MG;16/03/2021
PRESIDENTE OLEGARIO;19;MG;16/03/2021
PRUDENTE DE MORAIS;12;MG;16/03/2021
QUARTEL GERAL;4;MG;16/03/2021
QUELUZITA;2;MG;16/03/2021
RAPOSOS;47;MG;16/03/2021
RAUL SOARES;29;MG;16/03/2021
RECREIO;3;MG;16/03/2021
REDUTO;1;MG;16/03/2021
RESENDE COSTA;19;MG;16/03/2021
RESPLENDOR;17;MG;16/03/2021
RESSAQUINHA;1;MG;16/03/2021
RIACHINHO;4;MG;16/03/2021
RIACHO DOS MACHADOS;10;MG;16/03/2021
RIBEIRAO DAS NEVES;398;MG;16/03/2021
RIBEIRAO VERMELHO;2;MG;16/03/2021
RIO ACIMA;15;MG;16/03/2021
RIO CASCA;18;MG;16/03/2021
RIO DO PRADO;1;MG;16/03/2021
RIO DOCE;1;MG;16/03/2021
RIO ESPERA;2;MG;16/03/2021
RIO MANSO;4;MG;16/03/2021
RIO NOVO;9;MG;16/03/2021
RIO PARANAIBA;10;MG;16/03/2021
RIO PARDO DE MINAS;8;MG;16/03/2021
RIO PIRACICABA;26;MG;16/03/2021
RIO POMBA;15;MG;16/03/2021
RIO PRETO;4;MG;16/03/2021
RIO VERMELHO;5;MG;16/03/2021
RITAPOLIS;5;MG;16/03/2021
ROCHEDO DE MINAS;1;MG;16/03/2021
RODEIRO;9;MG;16/03/2021
ROMARIA;10;MG;16/03/2021
RUBELITA;5;MG;16/03/2021
RUBIM;7;MG;16/03/2021
SABARA;250;MG;16/03/2021
SABINOPOLIS;14;MG;16/03/2021
SACRAMENTO;39;MG;16/03/2021
SALINAS;39;MG;16/03/2021
SALTO DA DIVISA;8;MG;16/03/2021
SANTA BARBARA;79;MG;16/03/2021
SANTA BARBARA DO LESTE;4;MG;16/03/2021
SANTA BARBARA DO MONTE VERDE;3;MG;16/03/2021
SANTA BARBARA DO TUGURIO;1;MG;16/03/2021
SANTA CRUZ DE MINAS;15;MG;16/03/2021
SANTA CRUZ DO ESCALVADO;4;MG;16/03/2021
SANTA EFIGENIA DE MINAS;2;MG;16/03/2021
SANTA HELENA DE MINAS;6;MG;16/03/2021
SANTA JULIANA;48;MG;16/03/2021
SANTA LUZIA;370;MG;16/03/2021
SANTA MARGARIDA;4;MG;16/03/2021
SANTA MARIA DE ITABIRA;5;MG;16/03/2021
SANTA MARIA DO SALTO;2;MG;16/03/2021
SANTA MARIA DO SUACUI;1;MG;16/03/2021
SANTA RITA DE CALDAS;1;MG;16/03/2021
SANTA RITA DE JACUTINGA;1;MG;16/03/2021
SANTA RITA DE MINAS;1;MG;16/03/2021
SANTA RITA DO ITUETO;4;MG;16/03/2021
SANTA RITA DO SAPUCAI;70;MG;16/03/2021
SANTA ROSA DA SERRA;6;MG;16/03/2021
SANTA VITORIA;44;MG;16/03/2021
SANTANA DA VARGEM;4;MG;16/03/2021
SANTANA DE PIRAPAMA;1;MG;16/03/2021
SANTANA DO DESERTO;1;MG;16/03/2021
SANTANA DO GARAMBEU;2;MG;16/03/2021
SANTANA DO JACARE;5;MG;16/03/2021
SANTANA DO MANHUACU;2;MG;16/03/2021
SANTANA DO PARAISO;88;MG;16/03/2021
SANTANA DO RIACHO;1;MG;16/03/2021
SANTANA DOS MONTES;2;MG;16/03/2021
SANTO ANTONIO DO AMPARO;13;MG;16/03/2021
SANTO ANTONIO DO AVENTUREIRO;1;MG;16/03/2021
SANTO ANTONIO DO GRAMA;6;MG;16/03/2021
SANTO ANTONIO DO ITAMBE;8;MG;16/03/2021
SANTO ANTONIO DO JACINTO;8;MG;16/03/2021
SANTO ANTONIO DO MONTE;18;MG;16/03/2021
SANTO ANTONIO DO RETIRO;4;MG;16/03/2021
SANTO ANTONIO DO RIO ABAIXO;1;MG;16/03/2021
SANTOS DUMONT;57;MG;16/03/2021
SAO BRAS DO SUACUI;13;MG;16/03/2021
SAO DOMINGOS DAS DORES;2;MG;16/03/2021
SAO DOMINGOS DO PRATA;16;MG;16/03/2021
SAO FELIX DE MINAS;3;MG;16/03/2021
SAO FRANCISCO;38;MG;16/03/2021
SAO FRANCISCO DE PAULA;5;MG;16/03/2021
SAO FRANCISCO DE SALES;9;MG;16/03/2021
SAO FRANCISCO DO GLORIA;1;MG;16/03/2021
SAO GERALDO;11;MG;16/03/2021
SAO GERALDO DA PIEDADE;2;MG;16/03/2021
SAO GERALDO DO BAIXIO;6;MG;16/03/2021
SAO GONCALO DO ABAETE;7;MG;16/03/2021
SAO GONCALO DO PARA;8;MG;16/03/2021
SAO GONCALO DO RIO ABAIXO;22;MG;16/03/2021
SAO GONCALO DO RIO PRETO;3;MG;16/03/2021
SAO GONCALO DO SAPUCAI;35;MG;16/03/2021
SAO GOTARDO;50;MG;16/03/2021
SAO JOAO BATISTA DO GLORIA;8;MG;16/03/2021
SAO JOAO DA LAGOA;3;MG;16/03/2021
SAO JOAO DA MATA;3;MG;16/03/2021
SAO JOAO DA PONTE;13;MG;16/03/2021
SAO JOAO DAS MISSOES;23;MG;16/03/2021
SAO JOAO DEL REI;205;MG;16/03/2021
SAO JOAO DO MANHUACU;1;MG;16/03/2021
SAO JOAO DO MANTENINHA;1;MG;16/03/2021
SAO JOAO DO ORIENTE;11;MG;16/03/2021
SAO JOAO DO PACUI;3;MG;16/03/2021
SAO JOAO DO PARAISO;10;MG;16/03/2021
SAO JOAO EVANGELISTA;27;MG;16/03/2021
SAO JOAO NEPOMUCENO;58;MG;16/03/2021
SAO JOAQUIM DE BICAS;37;MG;16/03/2021
SAO JOSE DA BARRA;9;MG;16/03/2021
SAO JOSE DA LAPA;35;MG;16/03/2021
SAO JOSE DA SAFIRA;2;MG;16/03/2021
SAO JOSE DA VARGINHA;1;MG;16/03/2021
SAO JOSE DO ALEGRE;36;MG;16/03/2021
SAO JOSE DO DIVINO;29;MG;16/03/2021
SAO JOSE DO GOIABAL;5;MG;16/03/2021
SAO JOSE DO JACURI;1;MG;16/03/2021
SAO JOSE DO MANTIMENTO;3;MG;16/03/2021
SAO LOURENCO;100;MG;16/03/2021
SAO MIGUEL DO ANTA;4;MG;16/03/2021
SAO PEDRO DA UNIAO;1;MG;16/03/2021
SAO PEDRO DO SUACUI;4;MG;16/03/2021
SAO PEDRO DOS FERROS;2;MG;16/03/2021
SAO ROMAO;3;MG;16/03/2021
SAO ROQUE DE MINAS;7;MG;16/03/2021
SAO SEBASTIAO DA BELA VISTA;6;MG;16/03/2021
SAO SEBASTIAO DA VARGEM ALEGRE;1;MG;16/03/2021
SAO SEBASTIAO DO OESTE;9;MG;16/03/2021
SAO SEBASTIAO DO PARAISO;106;MG;16/03/2021
SAO SEBASTIAO DO RIO VERDE;3;MG;16/03/2021
SAO TIAGO;8;MG;16/03/2021
SAO TOMAS DE AQUINO;8;MG;16/03/2021
SAO TOME DAS LETRAS;2;MG;16/03/2021
SAO VICENTE DE MINAS;3;MG;16/03/2021
SAPUCAI-MIRIM;6;MG;16/03/2021
SARDOA;1;MG;16/03/2021
SARZEDO;110;MG;16/03/2021
SENADOR AMARAL;4;MG;16/03/2021
SENADOR FIRMINO;4;MG;16/03/2021
SENADOR JOSE BENTO;1;MG;16/03/2021
SENADOR MODESTINO GONCALVES;9;MG;16/03/2021
SENHORA DE OLIVEIRA;1;MG;16/03/2021
SENHORA DO PORTO;3;MG;16/03/2021
SENHORA DOS REMEDIOS;15;MG;16/03/2021
SERICITA;4;MG;16/03/2021
SERITINGA;2;MG;16/03/2021
SERRA AZUL DE MINAS;4;MG;16/03/2021
SERRA DA SAUDADE;2;MG;16/03/2021
SERRA DO SALITRE;19;MG;16/03/2021
SERRA DOS AIMORES;5;MG;16/03/2021
SERRANIA;6;MG;16/03/2021
SERRO;27;MG;16/03/2021
SETE LAGOAS;406;MG;16/03/2021
SETUBINHA;2;MG;16/03/2021
SILVEIRANIA;1;MG;16/03/2021
SILVIANOPOLIS;6;MG;16/03/2021
SIMAO PEREIRA;3;MG;16/03/2021
SIMONESIA;11;MG;16/03/2021
SOLEDADE DE MINAS;6;MG;16/03/2021
TABULEIRO;1;MG;16/03/2021
TAIOBEIRAS;38;MG;16/03/2021
TAPIRA;2;MG;16/03/2021
TAPIRAI;1;MG;16/03/2021
TAQUARACU DE MINAS;1;MG;16/03/2021
TARUMIRIM;11;MG;16/03/2021
TEIXEIRAS;10;MG;16/03/2021
TEOFILO OTONI;169;MG;16/03/2021
TIMOTEO;230;MG;16/03/2021
TIRADENTES;6;MG;16/03/2021
TIROS;21;MG;16/03/2021
TOCANTINS;22;MG;16/03/2021
TOCOS DO MOJI;2;MG;16/03/2021
TOLEDO;7;MG;16/03/2021
TOMBOS;10;MG;16/03/2021
TRES CORACOES;135;MG;16/03/2021
TRES MARIAS;75;MG;16/03/2021
TRES PONTAS;67;MG;16/03/2021
TUMIRITINGA;9;MG;16/03/2021
TUPACIGUARA;48;MG;16/03/2021
TURMALINA;20;MG;16/03/2021
TURVOLANDIA;3;MG;16/03/2021
UBA;138;MG;16/03/2021
UBAI;2;MG;16/03/2021
UBAPORANGA;11;MG;16/03/2021
UBERABA;793;MG;16/03/2021
UBERLANDIA;1718;MG;16/03/2021
UMBURATIBA;2;MG;16/03/2021
UNAI;101;MG;16/03/2021
UNIAO DE MINAS;3;MG;16/03/2021
URUANA DE MINAS;6;MG;16/03/2021
URUCANIA;5;MG;16/03/2021
URUCUIA;3;MG;16/03/2021
VARGEM ALEGRE;5;MG;16/03/2021
VARGEM BONITA;2;MG;16/03/2021
VARGINHA;349;MG;16/03/2021
VARJAO DE MINAS;14;MG;16/03/2021
VARZEA DA PALMA;35;MG;16/03/2021
VARZELANDIA;8;MG;16/03/2021
VAZANTE;42;MG;16/03/2021
VEREDINHA;2;MG;16/03/2021
VERISSIMO;1;MG;16/03/2021
VERMELHO NOVO;1;MG;16/03/2021
VESPASIANO;174;MG;16/03/2021
VICOSA;183;MG;16/03/2021
VIEIRAS;5;MG;16/03/2021
VIRGEM DA LAPA;18;MG;16/03/2021
VIRGINIA;7;MG;16/03/2021
VIRGINOPOLIS;9;MG;16/03/2021
VIRGOLANDIA;2;MG;16/03/2021
VISCONDE DO RIO BRANCO;40;MG;16/03/2021
WENCESLAU BRAZ;3;MG;16/03/2021
AGUA CLARA;49;MS;16/03/2021
ALCINOPOLIS;2;MS;16/03/2021
AMAMBAI;67;MS;16/03/2021
ANASTACIO;28;MS;16/03/2021
ANAURILANDIA;16;MS;16/03/2021
ANGELICA;15;MS;16/03/2021
ANTONIO JOAO;3;MS;16/03/2021
APARECIDA DO TABOADO;62;MS;16/03/2021
AQUIDAUANA;72;MS;16/03/2021
ARAL MOREIRA;1;MS;16/03/2021
BANDEIRANTES;5;MS;16/03/2021
BATAGUASSU;46;MS;16/03/2021
BATAYPORA;18;MS;16/03/2021
BELA VISTA;42;MS;16/03/2021
BODOQUENA;7;MS;16/03/2021
BONITO;32;MS;16/03/2021
BRASILANDIA;21;MS;16/03/2021
CAARAPO;36;MS;16/03/2021
CAMAPUA;13;MS;16/03/2021
CAMPO GRANDE;2096;MS;16/03/2021
CARACOL;8;MS;16/03/2021
CASSILANDIA;33;MS;16/03/2021
CHAPADAO DO SUL;82;MS;16/03/2021
CORGUINHO;3;MS;16/03/2021
CORONEL SAPUCAIA;2;MS;16/03/2021
CORUMBA;180;MS;16/03/2021
COSTA RICA;83;MS;16/03/2021
COXIM;69;MS;16/03/2021
DEODAPOLIS;29;MS;16/03/2021
DOIS IRMAOS DO BURITI;6;MS;16/03/2021
DOURADINA;4;MS;16/03/2021
DOURADOS;462;MS;16/03/2021
ELDORADO;12;MS;16/03/2021
FATIMA DO SUL;33;MS;16/03/2021
FIGUEIRAO;1;MS;16/03/2021
GLORIA DE DOURADOS;15;MS;16/03/2021
GUIA LOPES DA LAGUNA;14;MS;16/03/2021
IGUATEMI;11;MS;16/03/2021
INOCENCIA;15;MS;16/03/2021
ITAPORA;15;MS;16/03/2021
ITAQUIRAI;34;MS;16/03/2021
IVINHEMA;64;MS;16/03/2021
JAPORA;1;MS;16/03/2021
JARAGUARI;5;MS;16/03/2021
JARDIM;48;MS;16/03/2021
JATEI;5;MS;16/03/2021
JUTI;3;MS;16/03/2021
LADARIO;46;MS;16/03/2021
LAGUNA CARAPA;7;MS;16/03/2021
MARACAJU;66;MS;16/03/2021
MIRANDA;16;MS;16/03/2021
MUNDO NOVO;16;MS;16/03/2021
NAVIRAI;72;MS;16/03/2021
NIOAQUE;25;MS;16/03/2021
NOVA ALVORADA DO SUL;64;MS;16/03/2021
NOVA ANDRADINA;102;MS;16/03/2021
NOVO HORIZONTE DO SUL;5;MS;16/03/2021
PARAISO DAS AGUAS;13;MS;16/03/2021
PARANAIBA;102;MS;16/03/2021
PARANHOS;13;MS;16/03/2021
PEDRO GOMES;10;MS;16/03/2021
PONTA PORA;158;MS;16/03/2021
PORTO MURTINHO;12;MS;16/03/2021
RIBAS DO RIO PARDO;44;MS;16/03/2021
RIO BRILHANTE;52;MS;16/03/2021
RIO NEGRO;9;MS;16/03/2021
RIO VERDE DE MATO GROSSO;21;MS;16/03/2021
ROCHEDO;8;MS;16/03/2021
SANTA RITA DO PARDO;8;MS;16/03/2021
SAO GABRIEL DO OESTE;51;MS;16/03/2021
SELVIRIA;12;MS;16/03/2021
SETE QUEDAS;7;MS;16/03/2021
SIDROLANDIA;39;MS;16/03/2021
SONORA;37;MS;16/03/2021
TACURU;4;MS;16/03/2021
TAQUARUSSU;3;MS;16/03/2021
TERENOS;16;MS;16/03/2021
TRES LAGOAS;387;MS;16/03/2021
VICENTINA;13;MS;16/03/2021
ACORIZAL;9;MT;16/03/2021
AGUA BOA;38;MT;16/03/2021
ALTA FLORESTA;118;MT;16/03/2021
ALTO ARAGUAIA;30;MT;16/03/2021
ALTO BOA VISTA;11;MT;16/03/2021
ALTO GARCAS;31;MT;16/03/2021
ALTO PARAGUAI;8;MT;16/03/2021
ALTO TAQUARI;15;MT;16/03/2021
APIACAS;4;MT;16/03/2021
ARAGUAIANA;6;MT;16/03/2021
ARAGUAINHA;3;MT;16/03/2021
ARAPUTANGA;42;MT;16/03/2021
ARENAPOLIS;37;MT;16/03/2021
ARIPUANA;47;MT;16/03/2021
BARAO DE MELGACO;2;MT;16/03/2021
BARRA DO BUGRES;71;MT;16/03/2021
BARRA DO GARCAS;187;MT;16/03/2021
BOM JESUS DO ARAGUAIA;16;MT;16/03/2021
BRASNORTE;17;MT;16/03/2021
CACERES;211;MT;16/03/2021
CAMPINAPOLIS;17;MT;16/03/2021
CAMPO NOVO DO PARECIS;141;MT;16/03/2021
CAMPO VERDE;92;MT;16/03/2021
CAMPOS DE JULIO;38;MT;16/03/2021
CANABRAVA DO NORTE;3;MT;16/03/2021
CANARANA;54;MT;16/03/2021
CARLINDA;5;MT;16/03/2021
CASTANHEIRA;11;MT;16/03/2021
CHAPADA DOS GUIMARAES;44;MT;16/03/2021
CLAUDIA;6;MT;16/03/2021
COCALINHO;5;MT;16/03/2021
COLIDER;80;MT;16/03/2021
COLNIZA;28;MT;16/03/2021
COMODORO;33;MT;16/03/2021
CONFRESA;52;MT;16/03/2021
CONQUISTA D'OESTE;10;MT;16/03/2021
COTRIGUACU;7;MT;16/03/2021
CUIABA;1983;MT;16/03/2021
CURVELANDIA;3;MT;16/03/2021
DENISE;37;MT;16/03/2021
DIAMANTINO;62;MT;16/03/2021
DOM AQUINO;13;MT;16/03/2021
FELIZ NATAL;18;MT;16/03/2021
FIGUEIROPOLIS D'OESTE;4;MT;16/03/2021
GAUCHA DO NORTE;13;MT;16/03/2021
GENERAL CARNEIRO;2;MT;16/03/2021
GUARANTA DO NORTE;57;MT;16/03/2021
GUIRATINGA;18;MT;16/03/2021
INDIAVAI;2;MT;16/03/2021
IPIRANGA DO NORTE;15;MT;16/03/2021
ITANHANGA;4;MT;16/03/2021
ITAUBA;3;MT;16/03/2021
ITIQUIRA;34;MT;16/03/2021
JACIARA;71;MT;16/03/2021
JANGADA;13;MT;16/03/2021
JAURU;9;MT;16/03/2021
JUARA;81;MT;16/03/2021
JUINA;80;MT;16/03/2021
JURUENA;12;MT;16/03/2021
JUSCIMEIRA;22;MT;16/03/2021
LAMBARI D'OESTE;11;MT;16/03/2021
LUCAS DO RIO VERDE;204;MT;16/03/2021
LUCIARA;3;MT;16/03/2021
MARCELANDIA;8;MT;16/03/2021
MATUPA;54;MT;16/03/2021
MIRASSOL D'OESTE;56;MT;16/03/2021
NOBRES;50;MT;16/03/2021
NORTELANDIA;16;MT;16/03/2021
NOSSA SENHORA DO LIVRAMENTO;7;MT;16/03/2021
NOVA BANDEIRANTES;16;MT;16/03/2021
NOVA BRASILANDIA;7;MT;16/03/2021
NOVA CANAA DO NORTE;14;MT;16/03/2021
NOVA GUARITA;10;MT;16/03/2021
NOVA LACERDA;14;MT;16/03/2021
NOVA MARILANDIA;6;MT;16/03/2021
NOVA MARINGA;1;MT;16/03/2021
NOVA MONTE VERDE;5;MT;16/03/2021
NOVA MUTUM;103;MT;16/03/2021
NOVA NAZARE;3;MT;16/03/2021
NOVA OLIMPIA;60;MT;16/03/2021
NOVA SANTA HELENA;4;MT;16/03/2021
NOVA UBIRATA;24;MT;16/03/2021
NOVA XAVANTINA;51;MT;16/03/2021
NOVO HORIZONTE DO NORTE;5;MT;16/03/2021
NOVO MUNDO;1;MT;16/03/2021
NOVO SANTO ANTONIO;5;MT;16/03/2021
NOVO SAO JOAQUIM;13;MT;16/03/2021
PARANAITA;12;MT;16/03/2021
PARANATINGA;65;MT;16/03/2021
PEDRA PRETA;65;MT;16/03/2021
PEIXOTO DE AZEVEDO;41;MT;16/03/2021
PLANALTO DA SERRA;3;MT;16/03/2021
POCONE;51;MT;16/03/2021
PONTAL DO ARAGUAIA;13;MT;16/03/2021
PONTE BRANCA;6;MT;16/03/2021
PONTES E LACERDA;128;MT;16/03/2021
PORTO ALEGRE DO NORTE;21;MT;16/03/2021
PORTO DOS GAUCHOS;13;MT;16/03/2021
PORTO ESPERIDIAO;1;MT;16/03/2021
PORTO ESTRELA;3;MT;16/03/2021
POXOREO;31;MT;16/03/2021
PRIMAVERA DO LESTE;203;MT;16/03/2021
QUERENCIA;42;MT;16/03/2021
RESERVA DO CABACAL;2;MT;16/03/2021
RIBEIRAO CASCALHEIRA;6;MT;16/03/2021
RIBEIRAOZINHO;2;MT;16/03/2021
RIO BRANCO;17;MT;16/03/2021
RONDOLANDIA;2;MT;16/03/2021
RONDONOPOLIS;612;MT;16/03/2021
ROSARIO OESTE;33;MT;16/03/2021
SALTO DO CEU;7;MT;16/03/2021
SANTA CARMEM;1;MT;16/03/2021
SANTA CRUZ DO XINGU;1;MT;16/03/2021
SANTA RITA DO TRIVELATO;4;MT;16/03/2021
SANTA TEREZINHA;16;MT;16/03/2021
SANTO AFONSO;8;MT;16/03/2021
SANTO ANTONIO DO LESTE;1;MT;16/03/2021
SANTO ANTONIO DO LEVERGER;35;MT;16/03/2021
SAO FELIX DO ARAGUAIA;31;MT;16/03/2021
SAO JOSE DO POVO;3;MT;16/03/2021
SAO JOSE DO RIO CLARO;52;MT;16/03/2021
SAO JOSE DO XINGU;18;MT;16/03/2021
SAO JOSE DOS QUATRO MARCOS;30;MT;16/03/2021
SAO PEDRO DA CIPA;3;MT;16/03/2021
SAPEZAL;115;MT;16/03/2021
SERRA NOVA DOURADA;2;MT;16/03/2021
SINOP;385;MT;16/03/2021
SORRISO;228;MT;16/03/2021
TABAPORA;7;MT;16/03/2021
TANGARA DA SERRA;235;MT;16/03/2021
TAPURAH;24;MT;16/03/2021
TERRA NOVA DO NORTE;10;MT;16/03/2021
TESOURO;3;MT;16/03/2021
TORIXOREU;6;MT;16/03/2021
VARZEA GRANDE;636;MT;16/03/2021
VERA;10;MT;16/03/2021
VILA BELA DA SANTISSIMA TRINDADE;25;MT;16/03/2021
VILA RICA;23;MT;16/03/2021
ABAETETUBA;177;PA;16/03/2021
ABEL FIGUEIREDO;2;PA;16/03/2021
ACARA;28;PA;16/03/2021
AFUA;12;PA;16/03/2021
AGUA AZUL DO NORTE;9;PA;16/03/2021
ALENQUER;50;PA;16/03/2021
ALMEIRIM;51;PA;16/03/2021
